,account_balance,duration,credit_history,purpose,credit_amount,savings_bond_value,employed_since,intallment_rate,sex_marital,guarantor,residence_since,property,age,other_installment_plans,type_of_housing,nr_of_existing_credits,job,number_of_dependents,telephone,foreign,target,content
618,A12,A25,A32,A42,A56,A62,A73,A82,A92,A102,A114,A123,A130,A143,A151,A161,A173,A181,A191,A201,__label__2,__label__2 A12 A25 A32 A42 A56 A62 A73 A82 A92 A102 A114 A123 A130 A143 A151 A161 A173 A181 A191 A201
619,A14,A21,A32,A40,A50,A61,A73,A84,A91,A101,A112,A121,A138,A143,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A14 A21 A32 A40 A50 A61 A73 A84 A91 A101 A112 A121 A138 A143 A152 A161 A172 A181 A191 A201
620,A12,A24,A34,A49,A57,A61,A74,A82,A93,A101,A113,A122,A132,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A12 A24 A34 A49 A57 A61 A74 A82 A93 A101 A113 A122 A132 A143 A152 A162 A173 A181 A191 A201
621,A14,A23,A34,A40,A53,A61,A73,A83,A93,A101,A112,A122,A134,A141,A152,A162,A173,A181,A191,A201,__label__2,__label__2 A14 A23 A34 A40 A53 A61 A73 A83 A93 A101 A112 A122 A134 A141 A152 A162 A173 A181 A191 A201
622,A14,A27,A32,A49,A57,A65,A73,A84,A91,A101,A112,A121,A136,A141,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A14 A27 A32 A49 A57 A65 A73 A84 A91 A101 A112 A121 A136 A141 A152 A161 A173 A181 A191 A201
623,A11,A21,A32,A42,A53,A61,A72,A84,A92,A101,A111,A123,A130,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A21 A32 A42 A53 A61 A72 A84 A92 A101 A111 A123 A130 A143 A151 A161 A173 A181 A191 A201
624,A11,A23,A32,A43,A55,A61,A73,A84,A93,A101,A114,A124,A139,A143,A153,A162,A173,A181,A191,A201,__label__2,__label__2 A11 A23 A32 A43 A55 A61 A73 A84 A93 A101 A114 A124 A139 A143 A153 A162 A173 A181 A191 A201
625,A14,A22,A32,A43,A54,A65,A75,A84,A93,A101,A112,A123,A135,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A22 A32 A43 A54 A65 A75 A84 A93 A101 A112 A123 A135 A143 A152 A161 A173 A181 A191 A201
626,A13,A20,A32,A42,A54,A61,A73,A82,A93,A101,A112,A121,A137,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A13 A20 A32 A42 A54 A61 A73 A82 A93 A101 A112 A121 A137 A143 A152 A161 A173 A181 A192 A201
627,A12,A20,A31,A40,A52,A62,A74,A82,A93,A101,A113,A124,A133,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A12 A20 A31 A40 A52 A62 A74 A82 A93 A101 A113 A124 A133 A143 A152 A161 A173 A181 A191 A201
628,A14,A27,A34,A42,A57,A63,A73,A84,A93,A101,A114,A121,A135,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A27 A34 A42 A57 A63 A73 A84 A93 A101 A114 A121 A135 A143 A152 A162 A173 A181 A192 A201
629,A14,A20,A32,A46,A57,A65,A75,A81,A93,A101,A114,A121,A139,A143,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A14 A20 A32 A46 A57 A65 A75 A81 A93 A101 A114 A121 A139 A143 A152 A161 A172 A181 A191 A201
630,A11,A24,A32,A43,A57,A61,A73,A82,A92,A101,A114,A123,A132,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A24 A32 A43 A57 A61 A73 A82 A92 A101 A114 A123 A132 A143 A152 A161 A173 A181 A191 A201
631,A11,A23,A31,A42,A53,A61,A73,A84,A93,A101,A113,A123,A137,A141,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A23 A31 A42 A53 A61 A73 A84 A93 A101 A113 A123 A137 A141 A152 A161 A173 A181 A191 A201
632,A12,A22,A32,A43,A52,A65,A72,A84,A93,A101,A111,A122,A130,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A22 A32 A43 A52 A65 A72 A84 A93 A101 A111 A122 A130 A143 A152 A161 A173 A181 A191 A201
633,A14,A20,A32,A42,A54,A61,A72,A82,A92,A102,A112,A123,A130,A143,A151,A162,A173,A181,A191,A201,__label__2,__label__2 A14 A20 A32 A42 A54 A61 A72 A82 A92 A102 A112 A123 A130 A143 A151 A162 A173 A181 A191 A201
634,A12,A24,A32,A40,A52,A61,A72,A83,A92,A101,A114,A123,A131,A143,A152,A161,A172,A181,A192,A201,__label__2,__label__2 A12 A24 A32 A40 A52 A61 A72 A83 A92 A101 A114 A123 A131 A143 A152 A161 A172 A181 A192 A201
635,A14,A21,A32,A46,A52,A61,A75,A84,A93,A101,A114,A122,A138,A141,A152,A163,A173,A182,A192,A201,__label__1,__label__1 A14 A21 A32 A46 A52 A61 A75 A84 A93 A101 A114 A122 A138 A141 A152 A163 A173 A182 A192 A201
636,A14,A24,A32,A43,A52,A63,A74,A84,A92,A101,A111,A123,A132,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A32 A43 A52 A63 A74 A84 A92 A101 A111 A123 A132 A143 A152 A161 A173 A181 A191 A201
637,A14,A27,A33,A43,A59,A61,A74,A82,A93,A101,A114,A123,A130,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A27 A33 A43 A59 A61 A74 A82 A93 A101 A114 A123 A130 A143 A152 A162 A173 A181 A192 A201
638,A14,A21,A32,A43,A53,A61,A72,A84,A92,A101,A113,A123,A135,A143,A152,A161,A173,A182,A191,A201,__label__1,__label__1 A14 A21 A32 A43 A53 A61 A72 A84 A92 A101 A113 A123 A135 A143 A152 A161 A173 A182 A191 A201
639,A11,A27,A33,A43,A57,A61,A74,A83,A93,A101,A112,A122,A131,A141,A152,A162,A173,A182,A192,A201,__label__2,__label__2 A11 A27 A33 A43 A57 A61 A74 A83 A93 A101 A112 A122 A131 A141 A152 A162 A173 A182 A192 A201
640,A11,A23,A32,A46,A50,A61,A71,A84,A92,A101,A111,A121,A132,A143,A152,A161,A171,A181,A191,A201,__label__2,__label__2 A11 A23 A32 A46 A50 A61 A71 A84 A92 A101 A111 A121 A132 A143 A152 A161 A171 A181 A191 A201
641,A12,A22,A32,A45,A52,A61,A75,A84,A93,A101,A114,A123,A136,A143,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A12 A22 A32 A45 A52 A61 A75 A84 A93 A101 A114 A123 A136 A143 A152 A162 A172 A181 A191 A201
642,A14,A22,A32,A46,A57,A62,A73,A83,A93,A101,A112,A122,A137,A143,A152,A161,A174,A181,A192,A201,__label__2,__label__2 A14 A22 A32 A46 A57 A62 A73 A83 A93 A101 A112 A122 A137 A143 A152 A161 A174 A181 A192 A201
643,A14,A24,A34,A43,A53,A61,A74,A84,A94,A103,A112,A123,A134,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A43 A53 A61 A74 A84 A94 A103 A112 A123 A134 A143 A152 A162 A173 A181 A192 A201
644,A11,A23,A34,A43,A53,A61,A74,A84,A94,A101,A111,A122,A134,A143,A152,A162,A174,A181,A192,A201,__label__1,__label__1 A11 A23 A34 A43 A53 A61 A74 A84 A94 A101 A111 A122 A134 A143 A152 A162 A174 A181 A192 A201
645,A14,A26,A33,A49,A59,A65,A72,A84,A93,A101,A114,A123,A132,A143,A151,A162,A173,A181,A192,A201,__label__2,__label__2 A14 A26 A33 A49 A59 A65 A72 A84 A93 A101 A114 A123 A132 A143 A151 A162 A173 A181 A192 A201
646,A11,A25,A30,A42,A57,A61,A73,A82,A91,A103,A112,A121,A134,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A11 A25 A30 A42 A57 A61 A73 A82 A91 A103 A112 A121 A134 A143 A152 A162 A173 A181 A191 A201
647,A14,A21,A32,A40,A52,A63,A73,A82,A92,A101,A112,A122,A131,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A14 A21 A32 A40 A52 A63 A73 A82 A92 A101 A112 A122 A131 A143 A152 A161 A173 A181 A191 A201
648,A13,A24,A32,A40,A51,A61,A74,A84,A93,A101,A113,A124,A136,A141,A153,A161,A173,A182,A191,A201,__label__2,__label__2 A13 A24 A32 A40 A51 A61 A74 A84 A93 A101 A113 A124 A136 A141 A153 A161 A173 A182 A191 A201
649,A11,A21,A32,A46,A50,A61,A73,A84,A93,A101,A114,A123,A137,A143,A151,A161,A172,A182,A191,A201,__label__2,__label__2 A11 A21 A32 A46 A50 A61 A73 A84 A93 A101 A114 A123 A137 A143 A151 A161 A172 A182 A191 A201
650,A11,A27,A32,A46,A59,A61,A74,A84,A93,A101,A111,A124,A138,A143,A153,A161,A174,A181,A192,A201,__label__1,__label__1 A11 A27 A32 A46 A59 A61 A74 A84 A93 A101 A111 A124 A138 A143 A153 A161 A174 A181 A192 A201
651,A12,A21,A32,A42,A54,A61,A73,A84,A93,A101,A112,A122,A136,A143,A152,A161,A172,A181,A191,A201,__label__2,__label__2 A12 A21 A32 A42 A54 A61 A73 A84 A93 A101 A112 A122 A136 A143 A152 A161 A172 A181 A191 A201
652,A11,A24,A32,A40,A54,A61,A75,A84,A93,A102,A111,A121,A137,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A24 A32 A40 A54 A61 A75 A84 A93 A102 A111 A121 A137 A143 A152 A161 A173 A181 A191 A201
653,A12,A26,A33,A40,A59,A62,A75,A82,A93,A101,A114,A123,A137,A143,A152,A164,A174,A181,A192,A201,__label__2,__label__2 A12 A26 A33 A40 A59 A62 A75 A82 A93 A101 A114 A123 A137 A143 A152 A164 A174 A181 A192 A201
654,A14,A24,A34,A41,A55,A61,A74,A84,A93,A101,A113,A123,A135,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A41 A55 A61 A74 A84 A93 A101 A113 A123 A135 A143 A152 A162 A173 A181 A192 A201
655,A11,A22,A32,A40,A57,A61,A71,A81,A93,A101,A114,A124,A130,A143,A153,A161,A173,A181,A191,A201,__label__1,__label__1 A11 A22 A32 A40 A57 A61 A71 A81 A93 A101 A114 A124 A130 A143 A153 A161 A173 A181 A191 A201
656,A12,A21,A32,A40,A50,A61,A75,A84,A93,A101,A114,A123,A137,A141,A152,A161,A172,A182,A191,A201,__label__2,__label__2 A12 A21 A32 A40 A50 A61 A75 A84 A93 A101 A114 A123 A137 A141 A152 A161 A172 A182 A191 A201
657,A14,A27,A32,A43,A59,A65,A74,A84,A93,A101,A113,A123,A136,A142,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A27 A32 A43 A59 A65 A74 A84 A93 A101 A113 A123 A136 A142 A152 A161 A173 A181 A192 A201
658,A12,A25,A30,A49,A57,A61,A73,A82,A92,A101,A111,A123,A132,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A12 A25 A30 A49 A57 A61 A73 A82 A92 A101 A111 A123 A132 A143 A152 A162 A173 A181 A191 A201
659,A12,A23,A34,A42,A58,A61,A75,A82,A93,A101,A111,A124,A137,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A12 A23 A34 A42 A58 A61 A75 A82 A93 A101 A111 A124 A137 A143 A152 A161 A173 A181 A192 A201
660,A13,A21,A32,A43,A52,A61,A73,A83,A94,A101,A114,A121,A130,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A13 A21 A32 A43 A52 A61 A73 A83 A94 A101 A114 A121 A130 A143 A151 A161 A173 A181 A191 A201
661,A11,A21,A32,A40,A50,A65,A73,A84,A94,A101,A112,A123,A130,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A21 A32 A40 A50 A65 A73 A84 A94 A101 A112 A123 A130 A143 A152 A161 A173 A181 A191 A201
662,A14,A24,A32,A42,A54,A61,A75,A84,A93,A101,A112,A121,A138,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A24 A32 A42 A54 A61 A75 A84 A93 A101 A112 A121 A138 A143 A152 A162 A173 A181 A191 A201
663,A12,A20,A33,A42,A51,A61,A71,A84,A93,A101,A111,A122,A135,A142,A152,A162,A174,A181,A192,A201,__label__1,__label__1 A12 A20 A33 A42 A51 A61 A71 A84 A93 A101 A111 A122 A135 A142 A152 A162 A174 A181 A192 A201
664,A13,A20,A34,A46,A51,A61,A73,A82,A92,A101,A114,A122,A138,A143,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A13 A20 A34 A46 A51 A61 A73 A82 A92 A101 A114 A122 A138 A143 A152 A161 A172 A181 A191 A201
665,A14,A24,A34,A410,A58,A61,A71,A84,A93,A102,A112,A124,A132,A141,A152,A162,A174,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A410 A58 A61 A71 A84 A93 A102 A112 A124 A132 A141 A152 A162 A174 A181 A192 A201
666,A12,A25,A31,A42,A56,A64,A73,A84,A93,A101,A112,A123,A135,A142,A152,A161,A173,A182,A192,A201,__label__1,__label__1 A12 A25 A31 A42 A56 A64 A73 A84 A93 A101 A112 A123 A135 A142 A152 A161 A173 A182 A192 A201
667,A14,A27,A31,A49,A57,A61,A73,A81,A92,A101,A111,A121,A132,A142,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A27 A31 A49 A57 A61 A73 A81 A92 A101 A111 A121 A132 A142 A152 A161 A173 A181 A191 A201
668,A11,A21,A34,A40,A58,A61,A75,A83,A93,A102,A114,A122,A137,A143,A151,A162,A173,A181,A192,A201,__label__2,__label__2 A11 A21 A34 A40 A58 A61 A75 A83 A93 A102 A114 A122 A137 A143 A151 A162 A173 A181 A192 A201
669,A13,A25,A34,A43,A56,A61,A75,A84,A93,A101,A114,A122,A138,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A13 A25 A34 A43 A56 A61 A75 A84 A93 A101 A114 A122 A138 A143 A152 A161 A173 A181 A191 A201
670,A14,A24,A34,A49,A57,A62,A73,A83,A93,A101,A113,A122,A132,A143,A152,A162,A172,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A49 A57 A62 A73 A83 A93 A101 A113 A122 A132 A143 A152 A162 A172 A181 A192 A201
671,A14,A26,A32,A49,A58,A62,A74,A82,A93,A101,A112,A123,A134,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A14 A26 A32 A49 A58 A62 A74 A82 A93 A101 A112 A123 A134 A143 A152 A162 A173 A181 A192 A201
672,A14,A27,A32,A40,A59,A61,A75,A82,A93,A101,A114,A122,A137,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A27 A32 A40 A59 A61 A75 A82 A93 A101 A114 A122 A137 A143 A152 A161 A174 A181 A192 A201
673,A14,A20,A34,A40,A54,A63,A73,A81,A94,A101,A112,A123,A131,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A34 A40 A54 A63 A73 A81 A94 A101 A112 A123 A131 A143 A152 A161 A173 A181 A191 A201
674,A14,A24,A33,A49,A55,A63,A72,A84,A93,A101,A112,A121,A137,A141,A152,A161,A172,A182,A191,A201,__label__2,__label__2 A14 A24 A33 A49 A55 A63 A72 A84 A93 A101 A112 A121 A137 A141 A152 A161 A172 A182 A191 A201
675,A14,A25,A34,A43,A57,A61,A74,A84,A92,A101,A114,A123,A131,A143,A151,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A25 A34 A43 A57 A61 A74 A84 A92 A101 A114 A123 A131 A143 A151 A161 A174 A181 A192 A201
676,A14,A24,A34,A42,A58,A61,A75,A84,A93,A101,A114,A123,A134,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A42 A58 A61 A75 A84 A93 A101 A114 A123 A134 A143 A152 A161 A173 A181 A192 A201
677,A12,A27,A32,A43,A58,A62,A73,A82,A94,A101,A112,A123,A131,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A12 A27 A32 A43 A58 A62 A73 A82 A94 A101 A112 A123 A131 A143 A152 A161 A173 A181 A191 A201
678,A11,A24,A32,A43,A55,A61,A75,A84,A93,A101,A114,A121,A139,A141,A151,A161,A172,A181,A191,A201,__label__1,__label__1 A11 A24 A32 A43 A55 A61 A75 A84 A93 A101 A114 A121 A139 A141 A151 A161 A172 A181 A191 A201
679,A14,A23,A32,A43,A52,A61,A72,A83,A92,A101,A111,A121,A131,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A23 A32 A43 A52 A61 A72 A83 A92 A101 A111 A121 A131 A143 A152 A161 A173 A181 A191 A201
680,A14,A20,A32,A46,A53,A61,A72,A81,A92,A101,A112,A124,A139,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A32 A46 A53 A61 A72 A81 A92 A101 A112 A124 A139 A143 A152 A161 A173 A181 A191 A201
681,A14,A21,A32,A43,A54,A65,A73,A84,A93,A101,A114,A124,A136,A143,A153,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A21 A32 A43 A54 A65 A73 A84 A93 A101 A114 A124 A136 A143 A153 A161 A173 A181 A192 A201
682,A14,A22,A33,A43,A52,A61,A73,A84,A94,A101,A113,A121,A134,A141,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A22 A33 A43 A52 A61 A73 A84 A94 A101 A113 A121 A134 A141 A152 A162 A173 A181 A191 A201
683,A14,A24,A34,A43,A58,A61,A72,A83,A94,A101,A113,A124,A138,A143,A153,A163,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A34 A43 A58 A61 A72 A83 A94 A101 A113 A124 A138 A143 A153 A163 A173 A181 A192 A201
684,A12,A26,A33,A49,A59,A62,A74,A81,A93,A101,A113,A122,A134,A143,A152,A162,A172,A182,A192,A201,__label__1,__label__1 A12 A26 A33 A49 A59 A62 A74 A81 A93 A101 A113 A122 A134 A143 A152 A162 A172 A182 A192 A201
685,A14,A27,A32,A40,A58,A65,A73,A84,A93,A101,A114,A124,A135,A143,A153,A161,A173,A182,A192,A201,__label__1,__label__1 A14 A27 A32 A40 A58 A65 A73 A84 A93 A101 A114 A124 A135 A143 A153 A161 A173 A182 A192 A201
686,A13,A21,A34,A43,A52,A65,A74,A84,A93,A101,A112,A122,A132,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A13 A21 A34 A43 A52 A65 A74 A84 A93 A101 A112 A122 A132 A143 A152 A162 A173 A181 A192 A201
687,A12,A26,A33,A40,A56,A62,A75,A84,A93,A101,A113,A124,A133,A143,A153,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A26 A33 A40 A56 A62 A75 A84 A93 A101 A113 A124 A133 A143 A153 A161 A173 A181 A191 A201
688,A14,A20,A32,A43,A55,A62,A75,A83,A93,A102,A114,A123,A135,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A20 A32 A43 A55 A62 A75 A83 A93 A102 A114 A123 A135 A143 A152 A161 A173 A181 A192 A201
689,A11,A21,A32,A40,A57,A64,A73,A81,A93,A101,A113,A122,A134,A143,A152,A161,A173,A182,A191,A201,__label__1,__label__1 A11 A21 A32 A40 A57 A64 A73 A81 A93 A101 A113 A122 A134 A143 A152 A161 A173 A182 A191 A201
690,A11,A22,A34,A42,A51,A61,A73,A82,A91,A101,A113,A122,A131,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A11 A22 A34 A42 A51 A61 A73 A82 A91 A101 A113 A122 A131 A143 A152 A162 A173 A181 A191 A201
691,A12,A22,A32,A45,A55,A62,A73,A83,A92,A101,A112,A121,A131,A143,A152,A161,A172,A181,A191,A201,__label__1,__label__1 A12 A22 A32 A45 A55 A62 A73 A83 A92 A101 A112 A121 A131 A143 A152 A161 A172 A181 A191 A201
692,A12,A24,A32,A43,A56,A62,A72,A82,A93,A101,A111,A123,A133,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A24 A32 A43 A56 A62 A72 A82 A93 A101 A111 A123 A133 A143 A152 A161 A173 A181 A191 A201
693,A11,A20,A34,A40,A57,A65,A72,A81,A93,A101,A113,A121,A137,A143,A152,A162,A172,A182,A191,A201,__label__1,__label__1 A11 A20 A34 A40 A57 A65 A72 A81 A93 A101 A113 A121 A137 A143 A152 A162 A172 A182 A191 A201
694,A14,A24,A32,A43,A54,A61,A74,A84,A93,A101,A112,A123,A132,A143,A152,A161,A173,A181,A192,A201,__label__1,__label__1 A14 A24 A32 A43 A54 A61 A74 A84 A93 A101 A112 A123 A132 A143 A152 A161 A173 A181 A192 A201
695,A14,A20,A32,A41,A51,A63,A73,A82,A93,A101,A114,A122,A138,A143,A151,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A20 A32 A41 A51 A63 A73 A82 A93 A101 A114 A122 A138 A143 A151 A161 A173 A181 A191 A201
696,A12,A21,A32,A43,A51,A61,A74,A84,A93,A103,A113,A121,A133,A143,A152,A162,A173,A181,A191,A202,__label__1,__label__1 A12 A21 A32 A43 A51 A61 A74 A84 A93 A103 A113 A121 A133 A143 A152 A162 A173 A181 A191 A202
697,A14,A21,A34,A40,A50,A61,A71,A81,A92,A101,A112,A122,A136,A143,A152,A161,A171,A181,A191,A201,__label__1,__label__1 A14 A21 A34 A40 A50 A61 A71 A81 A92 A101 A112 A122 A136 A143 A152 A161 A171 A181 A191 A201
698,A14,A23,A34,A43,A53,A61,A73,A84,A93,A101,A112,A123,A131,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A23 A34 A43 A53 A61 A73 A84 A93 A101 A112 A123 A131 A143 A152 A162 A173 A181 A191 A201
699,A13,A22,A32,A46,A53,A61,A75,A84,A93,A101,A114,A123,A137,A143,A151,A161,A174,A181,A192,A201,__label__1,__label__1 A13 A22 A32 A46 A53 A61 A75 A84 A93 A101 A114 A123 A137 A143 A151 A161 A174 A181 A192 A201
700,A14,A21,A32,A42,A51,A63,A73,A84,A92,A101,A114,A123,A133,A143,A151,A161,A172,A181,A191,A201,__label__2,__label__2 A14 A21 A32 A42 A51 A63 A73 A84 A92 A101 A114 A123 A133 A143 A151 A161 A172 A181 A191 A201
701,A11,A27,A34,A41,A58,A61,A75,A84,A93,A101,A114,A124,A138,A143,A153,A162,A173,A181,A192,A201,__label__2,__label__2 A11 A27 A34 A41 A58 A61 A75 A84 A93 A101 A114 A124 A138 A143 A153 A162 A173 A181 A192 A201
702,A13,A24,A32,A43,A52,A62,A75,A84,A92,A101,A112,A124,A138,A143,A153,A161,A173,A181,A192,A201,__label__1,__label__1 A13 A24 A32 A43 A52 A62 A75 A84 A92 A101 A112 A124 A138 A143 A153 A161 A173 A181 A192 A201
703,A12,A25,A33,A49,A55,A62,A75,A84,A93,A101,A112,A122,A137,A142,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A12 A25 A33 A49 A55 A62 A75 A84 A93 A101 A112 A122 A137 A142 A152 A162 A173 A181 A191 A201
704,A12,A25,A32,A49,A55,A61,A72,A84,A92,A101,A111,A122,A134,A143,A152,A161,A173,A182,A192,A201,__label__1,__label__1 A12 A25 A32 A49 A55 A61 A72 A84 A92 A101 A111 A122 A134 A143 A152 A161 A173 A182 A192 A201
705,A14,A22,A32,A40,A58,A63,A75,A81,A92,A101,A114,A124,A135,A143,A153,A161,A173,A181,A191,A201,__label__1,__label__1 A14 A22 A32 A40 A58 A63 A75 A81 A92 A101 A114 A124 A135 A143 A153 A161 A173 A181 A191 A201
706,A12,A27,A32,A40,A58,A62,A74,A83,A93,A101,A112,A122,A131,A143,A152,A161,A173,A181,A191,A201,__label__2,__label__2 A12 A27 A32 A40 A58 A62 A74 A83 A93 A101 A112 A122 A131 A143 A152 A161 A173 A181 A191 A201
707,A12,A21,A30,A42,A56,A61,A72,A84,A92,A101,A113,A122,A131,A143,A151,A162,A173,A181,A191,A201,__label__2,__label__2 A12 A21 A30 A42 A56 A61 A72 A84 A92 A101 A113 A122 A131 A143 A151 A162 A173 A181 A191 A201
708,A12,A20,A32,A43,A51,A61,A75,A84,A92,A101,A114,A121,A131,A143,A152,A161,A173,A181,A191,A201,__label__1,__label__1 A12 A20 A32 A43 A51 A61 A75 A84 A92 A101 A114 A121 A131 A143 A152 A161 A173 A181 A191 A201
709,A12,A20,A32,A43,A54,A61,A73,A82,A93,A101,A112,A121,A136,A143,A152,A161,A172,A182,A191,A201,__label__1,__label__1 A12 A20 A32 A43 A54 A61 A73 A82 A93 A101 A112 A121 A136 A143 A152 A161 A172 A182 A191 A201
710,A14,A23,A34,A43,A50,A63,A75,A84,A93,A101,A113,A122,A134,A141,A152,A162,A174,A181,A192,A201,__label__1,__label__1 A14 A23 A34 A43 A50 A63 A75 A84 A93 A101 A113 A122 A134 A141 A152 A162 A174 A181 A192 A201
711,A11,A20,A31,A46,A51,A61,A75,A84,A92,A101,A114,A124,A135,A143,A153,A161,A173,A181,A191,A201,__label__2,__label__2 A11 A20 A31 A46 A51 A61 A75 A84 A92 A101 A114 A124 A135 A143 A153 A161 A173 A181 A191 A201
712,A14,A24,A32,A41,A55,A65,A75,A84,A93,A101,A114,A121,A138,A143,A152,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A24 A32 A41 A55 A65 A75 A84 A93 A101 A114 A121 A138 A143 A152 A161 A174 A181 A192 A201
713,A11,A20,A34,A43,A51,A61,A73,A84,A93,A101,A114,A121,A131,A143,A152,A162,A172,A181,A191,A201,__label__1,__label__1 A11 A20 A34 A43 A51 A61 A73 A84 A93 A101 A114 A121 A131 A143 A152 A162 A172 A181 A191 A201
714,A12,A27,A32,A40,A59,A61,A74,A84,A93,A101,A112,A124,A132,A143,A152,A161,A174,A181,A192,A201,__label__2,__label__2 A12 A27 A32 A40 A59 A61 A74 A84 A93 A101 A112 A124 A132 A143 A152 A161 A174 A181 A192 A201
715,A14,A25,A34,A41,A59,A65,A75,A81,A93,A101,A114,A123,A139,A143,A152,A162,A173,A181,A191,A201,__label__1,__label__1 A14 A25 A34 A41 A59 A65 A75 A81 A93 A101 A114 A123 A139 A143 A152 A162 A173 A181 A191 A201
716,A14,A25,A34,A43,A56,A65,A75,A83,A93,A101,A112,A123,A137,A143,A152,A162,A173,A182,A192,A201,__label__1,__label__1 A14 A25 A34 A43 A56 A65 A75 A83 A93 A101 A112 A123 A137 A143 A152 A162 A173 A182 A192 A201
717,A14,A23,A32,A43,A53,A61,A73,A84,A93,A101,A112,A124,A134,A143,A153,A161,A174,A181,A192,A201,__label__1,__label__1 A14 A23 A32 A43 A53 A61 A73 A84 A93 A101 A112 A124 A134 A143 A153 A161 A174 A181 A192 A201
718,A13,A24,A34,A43,A56,A65,A73,A83,A93,A101,A112,A123,A134,A143,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A13 A24 A34 A43 A56 A65 A73 A83 A93 A101 A112 A123 A134 A143 A152 A162 A173 A181 A192 A201
719,A12,A24,A30,A41,A58,A62,A75,A83,A94,A101,A114,A123,A134,A141,A152,A162,A173,A181,A192,A201,__label__1,__label__1 A12 A24 A30 A41 A58 A62 A75 A83 A94 A101 A114 A123 A134 A141 A152 A162 A173 A181 A192 A201
720,A13,A20,A30,A43,A52,A61,A72,A84,A93,A101,A112,A123,A135,A143,A152,A162,A174,A181,A192,A201,__label__2,__label__2 A13 A20 A30 A43 A52 A61 A72 A84 A93 A101 A112 A123 A135 A143 A152 A162 A174 A181 A192 A201
721,A12,A20,A31,A46,A50,A64,A72,A84,A92,A101,A112,A122,A131,A141,A151,A161,A173,A182,A191,A201,__label__2,__label__2 A12 A20 A31 A46 A50 A64 A72 A84 A92 A101 A112 A122 A131 A141 A151 A161 A173 A182 A191 A201
722,A11,A21,A32,A40,A51,A61,A73,A84,A92,A101,A112,A121,A131,A143,A152,A161,A172,A181,A191,A201,__label__2,__label__2 A11 A21 A32 A40 A51 A61 A73 A84 A92 A101 A112 A121 A131 A143 A152 A161 A172 A181 A191 A201
